"6ca5caba-59a0-49d0-b006-19aeac506f91","{""favorites"":[1475622],""mixes"":[{""name"":""potato"",""mixItems"":[{""bevID"":1475619,""ratio"":50},{""bevID"":1475627,""ratio"":50}]}]}"
"d854d517-3a8f-43ad-8fda-8d0725a3e01b","{""favorites"":[1522597],""mixes"":[{""name"":""New Mix"",""mixItems"":[{""bevID"":1582394,""ratio"":34},{""bevID"":1475637,""ratio"":33},{""bevID"":1565595,""ratio"":33}]},{""name"":""Emoji ??"",""mixItems"":[{""bevID"":1482852,""ratio"":34},{""bevID"":1482850,""ratio"":33},{""bevID"":1475634,""ratio"":33}]},{""name"":""Good Mix"",""mixItems"":[{""bevID"":1522597,""ratio"":50},{""bevID"":1475622,""ratio"":50}]}]}"
"94faad12-83c1-480f-8956-0ad4efef8a4d","{""favorites"":[1689209],""mixes"":[{""name"":""Iced Lit"",""mixItems"":[{""bevID"":1689210,""ratio"":25},{""bevID"":1689204,""ratio"":42},{""bevID"":1574019,""ratio"":33}]},{""name"":""Fused"",""mixItems"":[{""bevID"":1689204,""ratio"":50},{""bevID"":1475672,""ratio"":50}]}]}"
"2c3dbf21-183f-4c9d-8dc1-317e2dc12790","{""favorites"":[],""mixes"":[{""name"":""Very Berry"",""mixItems"":[{""bevID"":1482854,""ratio"":37},{""bevID"":1491147,""ratio"":25},{""bevID"":1816604,""ratio"":38}]},{""name"":""Game Time"",""mixItems"":[{""bevID"":1475623,""ratio"":75},{""bevID"":1475625,""ratio"":25}]}]}"
"c1848cde-5a83-422c-8821-344896ecb4cc","{""favorites"":[],""mixes"":[{""name"":""Very Berry"",""mixItems"":[{""bevID"":1482854,""ratio"":50},{""bevID"":1491147,""ratio"":25},{""bevID"":1816604,""ratio"":25}]},{""name"":""Smooth Winter Chill"",""mixItems"":[{""bevID"":1475621,""ratio"":67},{""bevID"":1475619,""ratio"":33}]},{""name"":""A House Divided"",""mixItems"":[{""bevID"":1475631,""ratio"":50},{""bevID"":1475638,""ratio"":50}]}]}"
"334f7aff-c1be-4319-a39c-86f874b1910c","{""favorites"":[],""mixes"":[{""name"":""Very Berry"",""mixItems"":[{""bevID"":1482854,""ratio"":37},{""bevID"":1491147,""ratio"":25},{""bevID"":1816604,""ratio"":38}]},{""name"":""Creamsicle"",""mixItems"":[{""bevID"":1475619,""ratio"":50},{""bevID"":1475621,""ratio"":50}]}]}"
"e56c14e4-f4c5-4acb-ab20-7da39eefaa81","{""favorites"":[],""mixes"":[{""name"":""Very Berry"",""mixItems"":[{""bevID"":1482854,""ratio"":37},{""bevID"":1491147,""ratio"":25},{""bevID"":1816604,""ratio"":38}]}]}"
"be364089-cb7b-41c8-a96c-7663259bb465","{""favorites"":[],""mixes"":[{""name"":""Dr Thunder"",""mixItems"":[{""bevID"":1475620,""ratio"":50},{""bevID"":1582394,""ratio"":50}]},{""name"":""Very Berry"",""mixItems"":[{""bevID"":1482854,""ratio"":37},{""bevID"":1491147,""ratio"":25},{""bevID"":1816604,""ratio"":38}]}]}"
"7591da26-e4a8-4c33-9226-6ac1659d4e4c","{""favorites"":[],""mixes"":[{""name"":""Very Berry"",""mixItems"":[{""bevID"":1482854,""ratio"":37},{""bevID"":1491147,""ratio"":25},{""bevID"":1816604,""ratio"":38}]}]}"
"8a6b1868-c909-4224-a09c-e9628b389839","{""favorites"":[1475632,1596918,1582396,1482854,1574023,1475642],""mixes"":[{""name"":""Fanta Mummy Mix"",""mixItems"":[{""bevID"":1475650,""ratio"":51},{""bevID"":1596915,""ratio"":49}]},{""name"":""Lynn"",""mixItems"":[{""bevID"":1616637,""ratio"":50},{""bevID"":1475631,""ratio"":50}]},{""name"":""Cherry Lime Lite"",""mixItems"":[{""bevID"":1475630,""ratio"":25},{""bevID"":1475627,""ratio"":25},{""bevID"":1596916,""ratio"":50}]},{""name"":""Abc"",""mixItems"":[{""bevID"":1475621,""ratio"":33},{""bevID"":1565598,""ratio"":33},{""bevID"":1475634,""ratio"":34}]},{""name"":""123"",""mixItems"":[{""bevID"":1482851,""ratio"":33},{""bevID"":1582394,""ratio"":33},{""bevID"":1475621,""ratio"":34}]}]}"
